"","description","color","variety","country","id"
"96680","Lime, chewing gum and dusty aromas are simple. This is juicy but shows no real point of reference on the palate. Hollow flavors of pear and briny citrus finish with a note of nectarine and scouring acidity.","White","Chardonnay","Spain",96680
"27881","This ripe, Merlot-dominated wine offers bold tannins and black plum-skin fruitiness. It has spice, toastiness from wood aging and the potential of a ripe and generous character. It is firm at this stage and needs to age, so drink from 2017.","Red","Bordeaux-style Red Blend","France",27881
"66979","This cru is a structured wine that is full of dry tannins. It has hints of the typically Morgon dark-cherry fruit underneath along with acidity. It is likely to remain a firm wine. Drink from 2018.","Red","Gamay","France",66979
"32098","Fairly sweet aromas of marzipan, honeysuckle, candied apricot and honeyed orange slices show on the nose of this bottling from a longtime winegrowing family in the Watsonville area. It's much tighter and brighter on the sip, with flavors of slightly sour green-pear skins and poached apple, and a touch of caramel on the finish.","White","Chardonnay","US",32098
"69634","Meaty and savory with balsamic notes, it will need hearty food to tone its wildness and size. At 15.4% from a great vineyard, there's heat on the finish, that again food might tame.","Red","Barbera","US",69634
"37906","This wine is rich, spicy and full of black fruit. With solid tannins alongside its juicy black currant flavors, it's firm and will age well. Its density and richness are developing and will be best from 2020.","Red","Bordeaux-style Red Blend","France",37906
"5794","There's 10% Zinfandel blended into this wine, but looking at my notes, I never would've thought so. The pale color is all Pinot Noir, as are the aromas of earth and tomato (the vanilla comes from the French oak barrels). It's light and crisp, with a tart finish.","Red","Pinot Noir","Australia",5794
"1411","Here's a likeable Chard, with peach, pear and fig flavors that have a distinctly herbal edge, like dried sage. Turns buttery and vanilla-y on the finish.","White","Chardonnay","US",1411
"34181","On top of being made from organically grown grapes, this wine is vegan friendly. Of course, that means nothing unless the wine is good. Thankfully, this wine is excellent. Apricot, honey and ginger notes mingle easily on the palate. Drink this full-bodied, slightly open-knit wine over through 2017.","White","Viognier","Australia",34181
"37955","The flagship bottling for this winery, this brings aromas of dried herbs, dark chocolate, espresso bean, black currant and cherry. The dark fruit flavors are rich and concentrated, possessing a layered mouthfeel that captures the attention.","Red","Cabernet Franc","US",37955
"93061","This Syrah was aged in 100% new oak, two thirds American and one third French. Barrel flavors abound, especially vanilla, and the fruit seems a bit overshadowed at this point in time. The tannins are aggressive, and overall this young wine seems to need more time in bottle to smooth out.","Red","Syrah","US",93061
"77765","Not that much Hunter Shiraz makes it to the U.S. these days, but this bottling from Wyndham Estate is a nice example. It shows rather clean winemaking, with strong vanilla and cedar notes from barrel aging to go alongside blueberry and blackberry fruit. Only mildly tannic, so it's approachable now, but should age through at least 2012.","Red","Shiraz","Australia",77765
"972","A rich full wine that has swathes of black fruits. It has a dry core around which there are generous fruits and the right amount of acidity. Perfumed, ripe and concentrated, this is ready to drink now.","Red","Portuguese Red","Portugal",972
"12697","Tiny percentages of Syrah and Petite Sirah play minor roles in this vineyard-designate. They add to the soft, juicy and focused concentration of big-boned red fruit, cinnamon and tangy, tart acidity.","Red","Zinfandel","US",12697
"31826","A little heat on the nose is acceptable given that the remaining cherry and plum aromas are pure. A bit acidic on the palate but staunchly fresh, with good fruit flavor in the red plum category. Cleansing due to higher acidity, with hints of mocha and mineral.","Red","Grenache","Spain",31826
"52831","Except for some resiny oak, this wine is limited on the nose. It feels fleshy but balanced by citric acid, while the flavors include melon, pear and oak-driven spice. It's not too fruity, exact or minerally, but it will likely please fans of basic, casual Chardonnay.","White","Chardonnay","Chile",52831
"4002","This comes from a complicated blend of Muscadelle, Loin de l'Oeil and Sauvignon Blanc: a touch from both the Mediterranean and the Atlantic. Grapefruit and peach flavors bring out the best of the grapes, giving a wine that is both fresh and ripe. It is bright and tangy at the end. Drink from late 2017.","White","White Blend","France",4002
"102951","A serious contender with sophisticated notes of leather, barnyard and cedar wrapped up in toasty vanilla oak. A hint of char adds an edge to a streamlined palate infused with earth, mushroom and strawberry tones. A slight lack of persistence takes it out of the top flight. Fully mature, drink now.","Red","Barbera","Italy",102951
"5469","A beautiful Sauvignon Blanc that shows why this warmish Santa Barbara County valley is such a natural home for the variety. With crisp acidity and a creamy texture, it's dry and minerally, with interestingly rich flavors of citrus fruits, melons and pears, and a touch of smoky oak.","White","Sauvignon Blanc","US",5469
"19957","A big, powerful, fruity wine, this is laden with dry tannins as well as blackberry flavor. Dark and concentrated, it has a solid, dense feel with fruits layered with intense wood notes. It needs at least five years to soften and round out.","Red","Portuguese Red","Portugal",19957
"78059","This is a handsome wine all the way, from the lightly spicy aromas through the layered fruit, chocolate and cinnamon flavors, to the moderately tannic and lingering finish. With its great balance and mouthwatering flavors, it will be a tasty addition to almost any meal.","Red","Barbera","US",78059
"93999","Produced at Domaine la Gemière in Sancerre, this ripe full-fruited wine is perfect to drink young. Packed with citrus fruits with a strong mineral edge, the wine is rich and floral. Drink now.","White","Sauvignon Blanc","France",93999
"77319","Dark hibiscus, deep red cherry and rare roast beef show on the nose of this wine from Malibu that is fragrant but fairly light in aromas. Pencil shavings, baked blackberry and a touch of clove show on the sip, which is juicy and interesting.","Red","Cabernet Sauvignon","US",77319
"100660","Black cherry and cassis aromas are sweet and ripe. The palate is lively and shows zippy acids along with roasted berry flavors that are juicy due to the fresh acidity. Darkens up on the finish, showing coffee, chocolate and good length. Uncomplicated, fruity Syrah.","Red","Syrah","Chile",100660
"102795","From a 40-plus-year-old vineyard, this peppery wine is dry, fruity and bold. It combines peach, apple and orange fruit flavors with a lusciously full-bodied mouthfeel that's also layered and well structured. Drink now and over the next decade.","White","Riesling","US",102795
"50287","Pretty blossom and apricot aromas bolster ripe, rich flavors of honey tangerine and yellow peach in this forward, fruity wine. There's no pretense here: It's a hedonistic guzzler of a wine, but its tangy salt-and-lime finish makes it hard to resist another glass. Drink while young.","White","Riesling","Germany",50287
"36308","Produced from 65-year-old vines, this is a rich and perfumed wine from the estate of Nicolas Potel. It is structured, balancing the red fruits and acidity with a solid framework of tannins. Spice from the wood aging shows lightly, while the wine finishes with crisp red-currant acidity.","Red","Pinot Noir","France",36308
"28277","Pretty much as good as Bjornstad's single-vineyard bottlings. It's opulent and creamy, with exotic tropical fruit, green apple, pear and honey flavors, elaborately oaked and spicy. Wonderful acidity gives a clean scour to all the richness.","White","Chardonnay","US",28277
